salary_in_usd
96282
74178
144000
275300
135000
119300
180180
184100
150000
200000
155000
160000
70000
236600
100000
68293
140000
123600
125600
160000
250500
205000
36940
202900
84053
210000
190000
110000
174500
136000
216200
231500
136000
105380
48609
141525
215000
120000
165000
63831
159699
200000
189650
160000
275000
250000
141000
70000
252000
170000
120000
191475
191200
136000
110000
72914
99750
145000
198800
56723
159000
153000
91118
22611
89306
81500
63000
24823
376080
126000
245000
110000
123000
59888
170000
122000
60761
120000
205920
135000
28368
150000
185900
140000
120000
100000
36259
55000
210000
169000
34320
83000
188000
12767
28609
42026
275000
208775
170000
300000
221300
100000
9272
70000
55000
155000
209100
416000
44365
51753
105000
126000
75000
170500
210000
172200
175000
150000
16904
99000
120000
147100
173000
140000
109000
100000
300000
250000
66100
141525
90000
300000
20000
141525
120000
160000
170000
205600
142000
59102
175000
100000
52533
168400
175000
299500
126000
135000
165000
16228
218000
115000
17509
75000
250000
85500
155499
154000
80000
70000
87000
140000
60795
139500
106020
165000
202000
75000
172309
95000
69133
100000
190000
166700
75000
225000
122500
129000
175000
106800
200000
405000
155000
73880
153400
110820
130000
222000
134000
137500
100000
129300
85000
37824
160000
252000
185000
130240
129000
82280
87000
204500
43096
129300
149040
199000
106000
73546
176000
79833
148000
210000
222200
110680
252000
126000
192500
160000
142200
135000
150000
106500
66000
162500
329500
172500
75000
136000
235000
39916
77262
111000
110000
142127
184000
260000
75000
121093
245000
169000
105700
68293
85000
5409
247500
181940
85000
130000
245000
147800
190000
58000
200100
33246
130000
124000
110600
164000
250000
60000
129400
110820
100000
160000
207000
47280
200000
115222
145000
77300
65488
138000
239000
120250
55000
115934
182000
177600
120000
185000
116704
58000
100000
247500
160000
160395
243900
104650
172200
150000
90000
152380
250000
291500
124234
156400
74130
183000
185900
100000
185000
124500
230000
248400
63711
252000
139000
165000
240500
190000
133766
150000
66265
187200
56738
106500
154600
119500
261500
63810
55410
59888
106800
191475
120000
249260
64000
50000
450000
115000
210000
152500
47280
125000
198000
168400
200000
140000
104000
200000
150000
13493
223800
74540
240000
113000
169000
184000
70139
50432
82365
109280
170000
175000
10000
430967
201000
100000
55000
115000
185000
90000
145000
116976
80000
83171
98506
145000
180000
160000
203500
117000
97218
47280
8000
151410
203000
201000
185900
200000
63192
65000
117000
45391
165000
139500
142000
113900
184000
88100
182000
120000
125000
140000
52533
62000
43096
16904
81500
175000
135000
129300
138750
120000
79178
219000
73880
235000
144000
200000
158000
43096
246000
100000
95000
168400
60000
140000
150000
102663
175000
130000
185900
86000
54000
125000
173000
72500
60000
248100
168000
142200
110500
130000
174000
80000
201000
199098
51519
204500
160000
120000
50432
220110
235000
117100
200000
94564
141300
165000
134760
66192
135000
110600
159832
71897
142200
50000
143200
105000
154000
160000
120000
195652
31520
300000
142200
120000
120000
25000
260500
17805
153300
110600
135000
239748
60000
412000
70186
179000
250000
124740
125000
249500
65000
252000
214000
70000
84053
215300
138750
133300
150000
65000
81666
85000
29453
100706
100000
238000
220000
318300
160000
423834
119059
160000
64385
220000
130000
161800
186000
76000
140800
189750
156400
9727
110000
204500
180000
45390
163800
265000
52533
75000
140000
179170
67000
117104
140000
88654
153600
225000
120000
80000
190000
120600
153667
130000
148800
160000
164000
106800
128000
81500
150000
150000
265000
140000
120000
129300
25216
89200
95000
300000
119000
61566
153600
65000
60000
24342
45618
130000
201000
130000
150000
252000
200000
140000
92700
162500
145000
38631
129000
280000
185100
128058
152000
122700
51039
28399
146000
206000
153088
240000
112000
202353
190000
325000
340000
241000
191475
154600
200160
150000
100000
240000
179500
200000
90000
185900
100000
130000
137400
132300
145000
180000
240000
250000
156600
120000
150000
75000
220000
185900
155000
300000
156400
155000
154560
213660
130000
40189
87738
165400
85000
172200
120000
22892
185000
250000
104000
145000
122000
140000
136100
61200
155000
66531
146000
80000
129300
150000
43096
206000
84053
130000
160000
52500
48000
90000
100000
180000
205000
169000
55000
200000
19073
85000
183500
120000
73546
226700
63192
141300
93700
140000
120000
191200
58331
99703
230000
78000
170000
141525
102839
135000
150000
152000
83864
191475
101943
230000
135446
130000
170000
169000
141525
100000
185900
191475
40038
225000
125000
150260
129300
20984
141525
160000
150000
150000
172000
150000
31520
30000
220000
196000
185900
30428
60000
150000
170000
110600
70000
95000
21669
60757
140000
184700
110000
24000
272550
50000
109400
150900
204500
145000
180000
94192
38154
30469
129300
153400
90000
120000
207000
73546
135000
108000
153600
129300
80000
241000
171250
141525
12608
122000
169200
120000
120000
113000
63040
250000
112872
200000
200000
123900
45896
82744
195400
201000
86193
297500
160000
129300
198200
145000
66837
13400
124000
21637
239000
175000
125000
172200
104663
182750
250000
36000
192600
174500
129300
80000
138750
86000
58000
140000
131752
50000
120000
73880
78000
55475
99450
231250
81500
50000
163800
168400
143865
110000
167500
126000
140000
195000
175000
140400
180000
135000
260000
171000
105000
104000
100000
100000
63000
297300
145885
100000
100000
275300
145000
34672
80041
200000
145000
259000
160000
198200
145000
80036
210000
126500
151800
100000
248100
185900
115500
62000
120000
250000
165000
195000
200000
170000
150000
163625
72914
64090
129000
73900
78000
81000
180000
179820
150000
74000
150000
130000
73546
225000
135000
200000
106800
130000
203100
185900
13989
161500
82900
75020
180000
36773
136000
140000
160000
283200
90700
167500
129300
75116
114047
165000
66837
200000
20000
125000
95000
100000
265000
48289
138750
130001
95000
116000
314100
140000
115934
115000
211500
200000
104890
149040
108000
167200
148800
136000
100000
120000
135000
243000
135000
252000
38631
150000
210914
159100
120000
182160
153000
130500
100000
147000
158677
112000
169200
155000
95000
109371
72000
110000
55000
42000
130000
167000
135000
120000
300000
108800
145000
112000
68400
141525
80036
75000
100500
90000
135000
49646
56256
81666
93150
46809
126100
177500
153000
200000
150000
110600
145000
186000
245000
129000
106250
148800
170000
225000
252000
100000
85700
175000
80000
145000
150000
150000
188800
155000
80000
36940
172200
95000
75000
112000
75116
100000
210000
106800
92350
156400
132100
136850
88654
134000
130000
61566
75000
170000
186300
210000
140000
175000
95000
65666
128500
69751
31520
226700
80000
237000
171600
93800
167000
144000
30000
69344
150000
145000
121700
132000
142000
100000
90320
72000
49253
78000
92000
186000
115000
310000
227200
179305
144000
39925
231250
155000
130000
183600
129000
165750
231250
50000
5882
119000
167875
225000
30000
120000
183310
175000
140000
175000
216000
130000
180000
16414
5707
135000
135000
122000
140000
30000
156400
120000
106020
96578
225000
94560
171250
239000
33808
85000
135000
100000
153600
26005
90000
125000
185900
100000
60000
104300
126500
324000
140000
20000
112000
175000
193900
95000
24165
228000
150000
300240
130000
100000
115000
191475
110600
239000
160000
36643
199000
38631
145000
114000
135000
140000
127000
146115
133800
297300
124190
167500
70000
90320
187500
120000
140000
238000
201000
225000
178800
272000
126000
100000
196000
121904
205000
170000
105000
70000
56100
155000
150000
86193
194000
105000
200000
72000
165000
140000
125000
120000
132300
160000
136000
110446
200000
140250
128875
72914
115573
75000
230400
149076
175000
75000
222640
203300
113000
210000
205000
180000
97500
130000
75000
124740
26827
69000
175000
100000
145000
110000
90000
230000
154000
284000
67723
156400
150000
157000
90000
189500
210000
250000
110000
200160
210000
98000
100000
85000
135000
140000
88100
136994
225000
239000
146000
210000
19522
73742
128000
195000
191475
101570
135000
135000
58837
115447
170000
120000
19609
115000
100000
129000
163800
123000
90000
100000
94000
237000
146000
150000
195400
48289
100000
102100
300000
75000
190000
257000
75000
78990
81000
209300
63000
90000
77119
205920
57723
200000
12000
191475
120160
85000
37824
151800
140100
85000
260000
289076
100000
97218
129300
120000
170000
106800
65000
210000
170000
200000
162500
235000
250000
187200
68428
13000
310000
191200
110000
139500
172100
95550
205000
123400
197430
105200
160000
115000
210914
140000
130500
98506
17022
108000
130760
158000
155850
61566
146300
147000
191475
106500
115000
145000
150000
100000
210550
225000
87980
28476
247500
189650
42533
150000
114000
36773
175000
318300
120000
231250
201450
125000
180000
99000
118208
198200
21461
119000
153600
200000
250000
60000
129300
152000
95000
240000
130000
109024
52500
96578
139500
94000
155000
136000
185000
110600
130000
130000
125000
104663
193000
154600
170000
42026
54685
229000
113000
150000
109400
135000
310000
18000
105700
155000
60000
136000
81666
229998
129300
130000
129300
216000
12000
150000
275000
136000
133832
48000
81666
83270
164996
105000
179400
160000
159000
215300
225900
200000
145000
223250
139600
146000
186300
220000
22800
175000
130000
156400
12103
90000
160000
160000
260000
107900
86466
175000
175000
148500
81666
160000
120000
239000
213660
127467
276000
100000
190000
128875
115000
90734
140000
81500
40481
172200
145000
151902
30000
167500
135000
57723
165000
182750
50000
75000
221000
75050
50432
198200
216100
85000
64000
13493
139000
110000
140000
48000
75000
81666
63000
199000
90700
68293
180000
160000
90000
160000
105200
17684
175000
